sensor_id;sensor_type;location;lat;lon;timestamp;P1;durP1;ratioP1;P2;durP2;ratioP2
3280;SDS011;1652;51.318;6.202;2022-12-07T00:01:22;30.47;;;18.33;;
3280;SDS011;1652;51.318;6.202;2022-12-07T00:03:52;24.27;;;17.20;;
3280;SDS011;1652;51.318;6.202;2022-12-07T00:06:23;26.97;;;17.83;;
3280;SDS011;1652;51.318;6.202;2022-12-07T00:08:50;26.77;;;18.23;;
3280;SDS011;1652;51.318;6.202;2022-12-07T00:11:21;23.53;;;17.37;;
3280;SDS011;1652;51.318;6.202;2022-12-07T00:13:52;26.70;;;18.43;;
3280;SDS011;1652;51.318;6.202;2022-12-07T00:16:22;23.57;;;17.90;;
3280;SDS011;1652;51.318;6.202;2022-12-07T00:18:50;28.23;;;18.33;;
3280;SDS011;1652;51.318;6.202;2022-12-07T00:21:18;22.80;;;17.30;;
3280;SDS011;1652;51.318;6.202;2022-12-07T00:23:47;21.83;;;17.20;;
3280;SDS011;1652;51.318;6.202;2022-12-07T00:26:36;24.07;;;16.73;;
3280;SDS011;1652;51.318;6.202;2022-12-07T00:29:07;22.43;;;17.20;;
3280;SDS011;1652;51.318;6.202;2022-12-07T00:31:39;23.07;;;15.70;;
3280;SDS011;1652;51.318;6.202;2022-12-07T00:34:06;32.40;;;17.53;;
3280;SDS011;1652;51.318;6.202;2022-12-07T00:36:34;27.20;;;17.63;;
3280;SDS011;1652;51.318;6.202;2022-12-07T00:39:01;24.20;;;16.77;;
3280;SDS011;1652;51.318;6.202;2022-12-07T00:41:28;27.90;;;17.87;;
3280;SDS011;1652;51.318;6.202;2022-12-07T00:43:56;21.37;;;16.77;;
3280;SDS011;1652;51.318;6.202;2022-12-07T00:46:23;25.40;;;17.00;;
3280;SDS011;1652;51.318;6.202;2022-12-07T00:48:51;24.87;;;17.60;;
3280;SDS011;1652;51.318;6.202;2022-12-07T00:51:20;25.33;;;18.40;;
3280;SDS011;1652;51.318;6.202;2022-12-07T00:53:48;26.03;;;18.00;;
3280;SDS011;1652;51.318;6.202;2022-12-07T00:56:26;23.83;;;17.43;;
3280;SDS011;1652;51.318;6.202;2022-12-07T00:58:55;19.87;;;17.10;;
3280;SDS011;1652;51.318;6.202;2022-12-07T01:01:30;25.00;;;18.80;;
3280;SDS011;1652;51.318;6.202;2022-12-07T01:03:58;26.63;;;17.70;;
3280;SDS011;1652;51.318;6.202;2022-12-07T01:06:27;25.73;;;19.57;;
3280;SDS011;1652;51.318;6.202;2022-12-07T01:08:55;22.70;;;17.50;;
3280;SDS011;1652;51.318;6.202;2022-12-07T01:11:23;26.40;;;18.33;;
3280;SDS011;1652;51.318;6.202;2022-12-07T01:13:52;25.27;;;18.53;;
3280;SDS011;1652;51.318;6.202;2022-12-07T01:16:20;30.10;;;19.03;;
3280;SDS011;1652;51.318;6.202;2022-12-07T01:18:49;26.60;;;19.90;;
3280;SDS011;1652;51.318;6.202;2022-12-07T01:21:21;26.13;;;20.00;;
3280;SDS011;1652;51.318;6.202;2022-12-07T01:23:52;29.80;;;19.50;;
3280;SDS011;1652;51.318;6.202;2022-12-07T01:26:21;32.47;;;19.83;;
3280;SDS011;1652;51.318;6.202;2022-12-07T01:28:49;25.67;;;18.30;;
3280;SDS011;1652;51.318;6.202;2022-12-07T01:31:18;31.20;;;19.30;;
3280;SDS011;1652;51.318;6.202;2022-12-07T01:33:47;28.80;;;20.23;;
3280;SDS011;1652;51.318;6.202;2022-12-07T01:36:23;27.67;;;20.33;;
