sensor_id;sensor_type;location;lat;lon;timestamp;P1;durP1;ratioP1;P2;durP2;ratioP2
3280;SDS011;1652;51.318;6.202;2022-01-07T00:00:15;7.63;;;4.07;;
3280;SDS011;1652;51.318;6.202;2022-01-07T00:02:49;9.23;;;3.93;;
3280;SDS011;1652;51.318;6.202;2022-01-07T00:05:17;5.07;;;3.90;;
3280;SDS011;1652;51.318;6.202;2022-01-07T00:07:45;11.30;;;3.97;;
3280;SDS011;1652;51.318;6.202;2022-01-07T00:10:13;5.63;;;4.40;;
3280;SDS011;1652;51.318;6.202;2022-01-07T00:12:42;5.30;;;4.10;;
3280;SDS011;1652;51.318;6.202;2022-01-07T00:15:10;9.97;;;4.73;;
3280;SDS011;1652;51.318;6.202;2022-01-07T00:17:37;8.63;;;4.30;;
3280;SDS011;1652;51.318;6.202;2022-01-07T00:20:05;4.80;;;4.40;;
3280;SDS011;1652;51.318;6.202;2022-01-07T00:22:36;6.23;;;4.10;;
3280;SDS011;1652;51.318;6.202;2022-01-07T00:25:04;7.57;;;3.80;;
3280;SDS011;1652;51.318;6.202;2022-01-07T00:27:32;5.47;;;4.27;;
3280;SDS011;1652;51.318;6.202;2022-01-07T00:29:59;5.20;;;4.70;;
3280;SDS011;1652;51.318;6.202;2022-01-07T00:32:26;6.90;;;5.17;;
3280;SDS011;1652;51.318;6.202;2022-01-07T00:34:53;11.70;;;4.97;;
3280;SDS011;1652;51.318;6.202;2022-01-07T00:37:20;4.20;;;3.77;;
3280;SDS011;1652;51.318;6.202;2022-01-07T00:39:46;10.93;;;4.83;;
3280;SDS011;1652;51.318;6.202;2022-01-07T00:42:15;8.13;;;4.87;;
3280;SDS011;1652;51.318;6.202;2022-01-07T00:44:41;7.70;;;4.20;;
3280;SDS011;1652;51.318;6.202;2022-01-07T00:47:10;12.43;;;4.40;;
3280;SDS011;1652;51.318;6.202;2022-01-07T00:49:37;15.70;;;4.90;;
3280;SDS011;1652;51.318;6.202;2022-01-07T00:52:04;8.00;;;4.73;;
3280;SDS011;1652;51.318;6.202;2022-01-07T00:54:32;4.60;;;4.20;;
