sensor_id;sensor_type;location;lat;lon;timestamp;P1;durP1;ratioP1;P2;durP2;ratioP2
3280;SDS011;1652;51.318;6.202;2022-07-26T00:01:25;1.60;;;1.50;;
3280;SDS011;1652;51.318;6.202;2022-07-26T00:03:57;3.40;;;1.60;;
3280;SDS011;1652;51.318;6.202;2022-07-26T00:06:25;2.10;;;1.67;;
3280;SDS011;1652;51.318;6.202;2022-07-26T00:08:52;6.33;;;1.67;;
3280;SDS011;1652;51.318;6.202;2022-07-26T00:11:19;3.77;;;1.97;;
3280;SDS011;1652;51.318;6.202;2022-07-26T00:13:47;2.90;;;1.70;;
3280;SDS011;1652;51.318;6.202;2022-07-26T00:16:14;4.30;;;2.10;;
3280;SDS011;1652;51.318;6.202;2022-07-26T00:18:41;1.97;;;1.70;;
3280;SDS011;1652;51.318;6.202;2022-07-26T00:21:08;1.50;;;1.40;;
3280;SDS011;1652;51.318;6.202;2022-07-26T00:23:36;3.87;;;2.23;;
3280;SDS011;1652;51.318;6.202;2022-07-26T00:26:03;1.63;;;1.53;;
3280;SDS011;1652;51.318;6.202;2022-07-26T00:28:30;10.80;;;1.90;;
3280;SDS011;1652;51.318;6.202;2022-07-26T00:30:57;6.93;;;1.57;;
3280;SDS011;1652;51.318;6.202;2022-07-26T00:33:24;2.23;;;1.13;;
3280;SDS011;1652;51.318;6.202;2022-07-26T00:35:51;6.10;;;1.20;;
3280;SDS011;1652;51.318;6.202;2022-07-26T00:38:18;3.00;;;1.33;;
3280;SDS011;1652;51.318;6.202;2022-07-26T00:40:45;2.50;;;1.17;;
3280;SDS011;1652;51.318;6.202;2022-07-26T00:43:12;11.03;;;1.40;;
3280;SDS011;1652;51.318;6.202;2022-07-26T00:45:39;1.00;;;0.90;;
3280;SDS011;1652;51.318;6.202;2022-07-26T00:48:06;2.33;;;1.73;;
3280;SDS011;1652;51.318;6.202;2022-07-26T00:50:33;3.13;;;1.30;;
3280;SDS011;1652;51.318;6.202;2022-07-26T00:53:01;1.67;;;1.30;;
3280;SDS011;1652;51.318;6.202;2022-07-26T00:55:28;3.33;;;1.10;;
3280;SDS011;1652;51.318;6.202;2022-07-26T00:57:55;3.07;;;0.90;;
3280;SDS011;1652;51.318;6.202;2022-07-26T01:00:22;2.40;;;1.57;;
3280;SDS011;1652;51.318;6.202;2022-07-26T01:02:53;2.00;;;1.43;;
3280;SDS011;1652;51.318;6.202;2022-07-26T01:05:22;1.70;;;1.37;;
3280;SDS011;1652;51.318;6.202;2022-07-26T01:07:49;1.30;;;1.20;;
3280;SDS011;1652;51.318;6.202;2022-07-26T01:10:16;2.93;;;1.03;;
3280;SDS011;1652;51.318;6.202;2022-07-26T01:12:43;3.67;;;1.47;;
3280;SDS011;1652;51.318;6.202;2022-07-26T01:15:12;5.47;;;1.83;;
3280;SDS011;1652;51.318;6.202;2022-07-26T01:17:40;2.80;;;1.50;;
3280;SDS011;1652;51.318;6.202;2022-07-26T01:20:08;2.30;;;1.30;;
3280;SDS011;1652;51.318;6.202;2022-07-26T01:22:36;3.00;;;1.67;;
3280;SDS011;1652;51.318;6.202;2022-07-26T01:25:04;3.00;;;1.30;;
3280;SDS011;1652;51.318;6.202;2022-07-26T01:27:32;1.43;;;1.33;;
3280;SDS011;1652;51.318;6.202;2022-07-26T01:30:08;2.93;;;1.20;;
3280;SDS011;1652;51.318;6.202;2022-07-26T01:32:36;1.83;;;1.30;;
3280;SDS011;1652;51.318;6.202;2022-07-26T01:35:04;4.37;;;1.70;;
3280;SDS011;1652;51.318;6.202;2022-07-26T01:37:32;2.57;;;1.63;;
3280;SDS011;1652;51.318;6.202;2022-07-26T01:39:59;1.80;;;1.30;;
3280;SDS011;1652;51.318;6.202;2022-07-26T01:42:26;3.80;;;2.33;;
3280;SDS011;1652;51.318;6.202;2022-07-26T01:44:52;3.87;;;2.10;;
3280;SDS011;1652;51.318;6.202;2022-07-26T01:47:19;3.27;;;1.57;;
3280;SDS011;1652;51.318;6.202;2022-07-26T01:49:46;4.87;;;1.50;;
3280;SDS011;1652;51.318;6.202;2022-07-26T01:52:13;4.30;;;1.30;;
3280;SDS011;1652;51.318;6.202;2022-07-26T01:54:40;4.57;;;1.47;;
3280;SDS011;1652;51.318;6.202;2022-07-26T01:57:07;1.43;;;1.23;;
3280;SDS011;1652;51.318;6.202;2022-07-26T01:59:34;3.40;;;1.70;;
3280;SDS011;1652;51.318;6.202;2022-07-26T02:02:01;2.90;;;1.50;;
3280;SDS011;1652;51.318;6.202;2022-07-26T02:04:28;2.97;;;1.53;;
3280;SDS011;1652;51.318;6.202;2022-07-26T02:07:13;4.40;;;1.43;;
3280;SDS011;1652;51.318;6.202;2022-07-26T02:09:40;4.40;;;1.40;;
3280;SDS011;1652;51.318;6.202;2022-07-26T02:12:07;5.47;;;2.30;;
3280;SDS011;1652;51.318;6.202;2022-07-26T02:14:34;4.67;;;1.37;;
3280;SDS011;1652;51.318;6.202;2022-07-26T02:17:01;2.40;;;1.93;;
3280;SDS011;1652;51.318;6.202;2022-07-26T02:19:28;3.60;;;1.70;;
3280;SDS011;1652;51.318;6.202;2022-07-26T02:21:56;5.73;;;1.70;;
3280;SDS011;1652;51.318;6.202;2022-07-26T02:24:24;5.40;;;1.53;;
3280;SDS011;1652;51.318;6.202;2022-07-26T02:26:57;3.70;;;1.60;;
3280;SDS011;1652;51.318;6.202;2022-07-26T02:29:25;5.80;;;1.90;;
3280;SDS011;1652;51.318;6.202;2022-07-26T02:31:52;3.63;;;1.73;;
3280;SDS011;1652;51.318;6.202;2022-07-26T02:34:19;2.70;;;1.53;;
3280;SDS011;1652;51.318;6.202;2022-07-26T02:36:46;5.03;;;1.67;;
3280;SDS011;1652;51.318;6.202;2022-07-26T02:39:14;1.77;;;1.43;;
3280;SDS011;1652;51.318;6.202;2022-07-26T02:41:41;2.97;;;1.80;;
3280;SDS011;1652;51.318;6.202;2022-07-26T02:44:08;12.00;;;2.37;;
3280;SDS011;1652;51.318;6.202;2022-07-26T02:46:36;2.80;;;1.50;;
3280;SDS011;1652;51.318;6.202;2022-07-26T02:49:03;4.63;;;2.50;;
3280;SDS011;1652;51.318;6.202;2022-07-26T02:51:30;10.83;;;2.47;;
3280;SDS011;1652;51.318;6.202;2022-07-26T02:53:57;5.70;;;2.07;;
3280;SDS011;1652;51.318;6.202;2022-07-26T02:56:24;5.80;;;2.07;;
3280;SDS011;1652;51.318;6.202;2022-07-26T02:58:51;4.70;;;1.40;;
3280;SDS011;1652;51.318;6.202;2022-07-26T03:01:18;3.40;;;1.90;;
3280;SDS011;1652;51.318;6.202;2022-07-26T03:03:46;9.77;;;2.27;;
3280;SDS011;1652;51.318;6.202;2022-07-26T03:06:16;5.27;;;1.63;;
3280;SDS011;1652;51.318;6.202;2022-07-26T03:08:43;2.50;;;1.87;;
3280;SDS011;1652;51.318;6.202;2022-07-26T03:11:11;3.90;;;2.30;;
3280;SDS011;1652;51.318;6.202;2022-07-26T03:13:38;3.27;;;1.50;;
3280;SDS011;1652;51.318;6.202;2022-07-26T03:16:05;4.10;;;1.60;;
3280;SDS011;1652;51.318;6.202;2022-07-26T03:18:33;7.13;;;2.13;;
3280;SDS011;1652;51.318;6.202;2022-07-26T03:21:00;3.93;;;2.30;;
3280;SDS011;1652;51.318;6.202;2022-07-26T03:23:27;15.10;;;8.27;;
3280;SDS011;1652;51.318;6.202;2022-07-26T03:25:54;6.70;;;1.87;;
3280;SDS011;1652;51.318;6.202;2022-07-26T03:28:21;2.10;;;1.90;;
3280;SDS011;1652;51.318;6.202;2022-07-26T03:30:48;3.77;;;1.60;;
3280;SDS011;1652;51.318;6.202;2022-07-26T03:33:15;6.33;;;1.90;;
3280;SDS011;1652;51.318;6.202;2022-07-26T03:35:41;2.33;;;1.60;;
