sensor_id;sensor_type;location;lat;lon;timestamp;P1;durP1;ratioP1;P2;durP2;ratioP2
3280;SDS011;1652;51.318;6.202;2022-02-22T00:00:34;28.37;;;2.73;;
3280;SDS011;1652;51.318;6.202;2022-02-22T00:03:01;26.07;;;4.10;;
3280;SDS011;1652;51.318;6.202;2022-02-22T00:05:28;22.70;;;4.47;;
3280;SDS011;1652;51.318;6.202;2022-02-22T00:07:55;18.73;;;4.40;;
3280;SDS011;1652;51.318;6.202;2022-02-22T00:10:22;28.80;;;5.17;;
3280;SDS011;1652;51.318;6.202;2022-02-22T00:12:50;20.77;;;3.50;;
3280;SDS011;1652;51.318;6.202;2022-02-22T00:15:17;37.90;;;4.97;;
3280;SDS011;1652;51.318;6.202;2022-02-22T00:17:43;23.63;;;3.93;;
3280;SDS011;1652;51.318;6.202;2022-02-22T00:20:11;34.60;;;5.37;;
3280;SDS011;1652;51.318;6.202;2022-02-22T00:22:38;33.30;;;5.60;;
3280;SDS011;1652;51.318;6.202;2022-02-22T00:25:06;29.10;;;4.70;;
3280;SDS011;1652;51.318;6.202;2022-02-22T00:27:39;29.77;;;4.83;;
3280;SDS011;1652;51.318;6.202;2022-02-22T00:30:06;27.30;;;4.03;;
3280;SDS011;1652;51.318;6.202;2022-02-22T00:32:34;28.30;;;5.27;;
3280;SDS011;1652;51.318;6.202;2022-02-22T00:35:01;30.57;;;6.00;;
3280;SDS011;1652;51.318;6.202;2022-02-22T00:37:28;24.80;;;4.20;;
3280;SDS011;1652;51.318;6.202;2022-02-22T00:39:55;36.63;;;4.10;;
3280;SDS011;1652;51.318;6.202;2022-02-22T00:42:21;25.83;;;3.90;;
3280;SDS011;1652;51.318;6.202;2022-02-22T00:44:51;35.43;;;4.30;;
3280;SDS011;1652;51.318;6.202;2022-02-22T00:47:19;19.53;;;3.90;;
3280;SDS011;1652;51.318;6.202;2022-02-22T00:49:45;18.23;;;4.27;;
3280;SDS011;1652;51.318;6.202;2022-02-22T00:52:12;33.50;;;4.77;;
3280;SDS011;1652;51.318;6.202;2022-02-22T00:54:39;36.13;;;4.47;;
3280;SDS011;1652;51.318;6.202;2022-02-22T00:57:06;33.40;;;5.30;;
3280;SDS011;1652;51.318;6.202;2022-02-22T00:59:33;22.37;;;3.37;;
3280;SDS011;1652;51.318;6.202;2022-02-22T01:02:00;37.07;;;4.87;;
3280;SDS011;1652;51.318;6.202;2022-02-22T01:04:27;30.33;;;4.73;;
3280;SDS011;1652;51.318;6.202;2022-02-22T01:06:55;26.13;;;3.67;;
3280;SDS011;1652;51.318;6.202;2022-02-22T01:09:22;26.73;;;4.47;;
3280;SDS011;1652;51.318;6.202;2022-02-22T01:11:49;46.83;;;5.00;;
